id,sn,epoch,mac_first_half
222c5ab7f1775d535a0373e9ea7d226a,839,1619573436.942863,96:f8:ee
222c5ab7f1775d535a0373e9ea7d226a,841,1619573436.963284,96:f8:ee
780c7ecf9c0e2e58ca561a71e70af235,714,1619573437.356791,02:96:f3
57d8b5e64e625c035e7764abb1ae9611,2717,1619573438.916588,b6:38:16
57d8b5e64e625c035e7764abb1ae9611,2719,1619573438.93018,b6:38:16
151328152974dfcef2c1ab4f2b6a86d5,1879,1619573441.651391,7e:32:e0
7c5bf7d3c21b9f5c70caf663019b0759,1536,1619573441.836127,be:c9:54
0c0fbc02b5a0ed477c3616df7fe13f32,1491,1619573443.778228,3a:f7:12
0c0fbc02b5a0ed477c3616df7fe13f32,1492,1619573443.798939,3a:f7:12
4b99d6690cf50ba876f5ccc9257e9c6a,1598,1619573443.945184,f2:67:ba
aaaa1f7160638bf3d82f142e0dbefd7f,391,1619573444.265498,3c:22:fb
aaaa1f7160638bf3d82f142e0dbefd7f,394,1619573444.304217,3c:22:fb
86457e0db70eac584ad9c64e886a8b40,2264,1619573446.198707,46:87:de
86457e0db70eac584ad9c64e886a8b40,2265,1619573446.199988,46:87:de
86457e0db70eac584ad9c64e886a8b40,2267,1619573446.239564,46:87:de
7778144d9b729b9094ae30735d74a6f8,3545,1619573446.580821,32:39:0a
05f0e7d9d0f4bce045f4680cbcd36800,1141,1619573447.077054,7e:d4:da
145d3f34996fc6e959cb2c86374f9960,57,1619573447.251134,f6:08:e1
1a42de7df62a27afc32fd73552cdb642,3730,1619573449.617875,9a:c2:b7
1a42de7df62a27afc32fd73552cdb642,3731,1619573449.632474,9a:c2:b7
bd1c1c756c4aa2bede3da4b96c87a570,1160,1619573453.395093,52:dd:f1
d80909796599c445e10644295a28367b,1105,1619573453.885213,56:70:82
d80909796599c445e10644295a28367b,1106,1619573453.895747,56:70:82
ffaac17e23efb4be6149f2c0ece86f66,623,1619573455.701805,ba:95:cc
8bd57379bf489bd10161d2491daca3c9,3334,1619573455.998064,aa:ba:ba
b8668f242bf54719c21699e02cb4d7b8,3672,1619573456.097426,ea:a1:56
b8668f242bf54719c21699e02cb4d7b8,3673,1619573456.116023,ea:a1:56
9510cb6737631de2472679e868420a5b,785,1619573456.356023,ce:a5:8a
d6d80eb14f46915f3155b576c1cc0553,297,1619573456.794625,72:19:b4
80ce368ae569e8fe3dc3a1d6dccfd653,3569,1619573462.629297,b2:0f:72
80ce368ae569e8fe3dc3a1d6dccfd653,3570,1619573462.650542,b2:0f:72
4cc3ff1eef0c67486bf8909bfea5aafd,2045,1619573463.034213,ae:d7:27
b2b4755b65ad2cd5297857be99d2ff86,2203,1619573463.199356,4a:07:ea
b2b4755b65ad2cd5297857be99d2ff86,2205,1619573463.234751,4a:07:ea
9bb6daf52517afebdef7fc1a93b85877,1541,1619573463.38631,22:03:51
b2b4755b65ad2cd5297857be99d2ff86,2214,1619573463.40334,4a:07:ea
9bb6daf52517afebdef7fc1a93b85877,1542,1619573463.408228,22:03:51
9f1fc166f0b1972a6b6921bea3fe6a7e,401,1619573463.66854,1e:98:e1
1b99c2a959ab2261e1d4710715352ea5,1549,1619573464.600242,5e:91:a4
d7ffd1c28458dd6260078602f84a2c73,3496,1619573465.223797,be:36:79
d7ffd1c28458dd6260078602f84a2c73,3497,1619573465.245175,be:36:79
9dbe751029726f893ef2d451831a0be0,2356,1619573466.850344,86:09:af
9dbe751029726f893ef2d451831a0be0,2357,1619573466.871559,86:09:af
627bb69ec09e085a1cfa81f5fb44e77c,2668,1619573468.427803,d2:91:11
f0b9e39d1c2510904038798e9ccc2ab0,298,1619573468.847459,c6:0a:ce
eec69a2f62ad83fd6eefad7a4e0b28c2,4092,1619573471.270688,42:09:75
eec69a2f62ad83fd6eefad7a4e0b28c2,4094,1619573471.279284,42:09:75
eec69a2f62ad83fd6eefad7a4e0b28c2,7,1619573471.333978,42:09:75
eec69a2f62ad83fd6eefad7a4e0b28c2,9,1619573471.343543,42:09:75
14ddb36c1d99bcb82ea287f440d5e9d4,3950,1619573474.150342,ee:9e:56
14ddb36c1d99bcb82ea287f440d5e9d4,3952,1619573474.171415,ee:9e:56
14ddb36c1d99bcb82ea287f440d5e9d4,3954,1619573474.191601,ee:9e:56
14ddb36c1d99bcb82ea287f440d5e9d4,3956,1619573474.216309,ee:9e:56
a6d17b4266c5c17f54755a7756a70d18,817,1619573479.68463,aa:d7:29
a6d17b4266c5c17f54755a7756a70d18,819,1619573479.695056,aa:d7:29
a6d17b4266c5c17f54755a7756a70d18,835,1619573480.121563,aa:d7:29
53aa2cd113e8dac9be561f77b58bceef,2135,1619573480.476991,02:0e:b6
3fbfa8e9e4bf33f25a16ef43b391cfda,2855,1619573483.328699,2e:6d:30
